title,price,location,area,description,features,contact,image_url,property_url,price_per_sqm,land_size
"LAHAN BISNIS KOMERSIAL JALAN BALI, GUBENG",Rp 600 Juta Total per tahun,"Gubeng, Surabaya",,Rp 600 Juta Total per tahun,,+62812594...,https://pic.rumah123.com/r123/720x420-crop/land/la26/2631484/original/lar2631484-tanah-di-sewa-di-gubeng-surabaya-1622886222805.jpg,https://www.rumah123.com/properti/surabaya/lar2631484/,,LT : 1167 m²
"LAHAN BISNIS KOMERSIAL JALAN BALI, GUBENG",Rp 600 Juta Total per tahun,"Gubeng, Surabaya",,Rp 600 Juta Total per tahun,,+62812594...,https://pic.rumah123.com/r123/60x60-fit/photo/725508/180/7255081532675607.jpg,https://www.rumah123.com/properti/surabaya/lar2631484/,,LT : 1167 m²
"LAHAN BISNIS KOMERSIAL JALAN BALI, GUBENG",Rp 600 Juta Total per tahun,"Gubeng, Surabaya",,Rp 600 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar2631484/,,LT : 1167 m²
Cocok utk resto/ cafe/ kantor/ galeri,Rp 400 Juta Total per tahun,"Dr Sutomo, Surabaya",,Rp 400 Juta Total per tahun,,+62812313...,https://pic.rumah123.com/r123/720x420-crop/land/la25/2571122/original/lar2571122-tanah-di-sewa-di-dr-sutomo-surabaya-16156146024523.jpg,https://www.rumah123.com/properti/surabaya/lar2571122/,,LT : 509 m²
Cocok utk resto/ cafe/ kantor/ galeri,Rp 400 Juta Total per tahun,"Dr Sutomo, Surabaya",,Rp 400 Juta Total per tahun,,+62812313...,https://pic.rumah123.com/r123/720x420-crop/land/la25/2571122/original/lar2571122-tanah-di-sewa-di-dr-sutomo-surabaya-16156146024523.jpg,https://www.rumah123.com/properti/surabaya/lar2571122/,,LT : 509 m²
Cocok utk resto/ cafe/ kantor/ galeri,Rp 400 Juta Total per tahun,"Dr Sutomo, Surabaya",,Rp 400 Juta Total per tahun,,+62812313...,https://pic.rumah123.com/r123/720x420-crop/land/la25/2571122/original/lar2571122-tanah-di-sewa-di-dr-sutomo-surabaya-16156146024523.jpg,https://www.rumah123.com/properti/surabaya/lar2571122/,,LT : 509 m²
Cocok utk resto/ cafe/ kantor/ galeri,Rp 400 Juta Total per tahun,"Dr Sutomo, Surabaya",,Rp 400 Juta Total per tahun,,+62812313...,https://pic.rumah123.com/r123/170x170-fit/logo/20180611101148_uhome.jpeg,https://www.rumah123.com/properti/surabaya/lar2571122/,,LT : 509 m²
Cocok utk resto/ cafe/ kantor/ galeri,Rp 400 Juta Total per tahun,"Dr Sutomo, Surabaya",,Rp 400 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar2571122/,,LT : 509 m²
Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,Rp 300 Juta Total per tahun,Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,,Rp 300 Juta Total per tahun,,+62896103...,https://pic.rumah123.com/r123/720x420-crop/land/la24/2420047/original/lar2420047-tanah-di-sewa-di-sambikerep-surabaya-15956546237376.jpg,https://www.rumah123.com/properti/surabaya/lar2420047/,,LT : 980 m²
Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,Rp 300 Juta Total per tahun,Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,,Rp 300 Juta Total per tahun,,+62896103...,https://pic.rumah123.com/r123/720x420-crop/land/la24/2420047/original/lar2420047-tanah-di-sewa-di-sambikerep-surabaya-15956546237376.jpg,https://www.rumah123.com/properti/surabaya/lar2420047/,,LT : 980 m²
Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,Rp 300 Juta Total per tahun,Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,,Rp 300 Juta Total per tahun,,+62896103...,https://pic.rumah123.com/r123/720x420-crop/land/la24/2420047/original/lar2420047-tanah-di-sewa-di-sambikerep-surabaya-15956546237376.jpg,https://www.rumah123.com/properti/surabaya/lar2420047/,,LT : 980 m²
Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,Rp 300 Juta Total per tahun,Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,,Rp 300 Juta Total per tahun,,+62896103...,https://pic.rumah123.com/r123/60x60-fit/photo/1041306/180/10413061559608770.jpg,https://www.rumah123.com/properti/surabaya/lar2420047/,,LT : 980 m²
Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,Rp 300 Juta Total per tahun,Tanah di Citraland Surabaya 980 m2 di depan Konjen USA,,Rp 300 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar2420047/,,LT : 980 m²
tanah siap pake raya kalianak,Rp 120 Ribu /m² per tahun,"Kalianak, Surabaya",,Rp 120 Ribu /m² per tahun,,+62812302...,https://pic.rumah123.com/r123/720x420-crop/land/la18/1831033/original/lar1831033-tanah-di-sewa-di-kalianak-surabaya-151943265439.jpg,https://www.rumah123.com/properti/surabaya/lar1831033/,,LT : 1500 m²
tanah siap pake raya kalianak,Rp 120 Ribu /m² per tahun,"Kalianak, Surabaya",,Rp 120 Ribu /m² per tahun,,+62812302...,https://pic.rumah123.com/r123/720x420-crop/land/la18/1831033/original/lar1831033-tanah-di-sewa-di-kalianak-surabaya-151943265439.jpg,https://www.rumah123.com/properti/surabaya/lar1831033/,,LT : 1500 m²
tanah siap pake raya kalianak,Rp 120 Ribu /m² per tahun,"Kalianak, Surabaya",,Rp 120 Ribu /m² per tahun,,+62812302...,https://pic.rumah123.com/r123/720x420-crop/land/la18/1831033/original/lar1831033-tanah-di-sewa-di-kalianak-surabaya-151943265439.jpg,https://www.rumah123.com/properti/surabaya/lar1831033/,,LT : 1500 m²
tanah siap pake raya kalianak,Rp 120 Ribu /m² per tahun,"Kalianak, Surabaya",,Rp 120 Ribu /m² per tahun,,+62812302...,https://pic.rumah123.com/r123/60x60-fit/photo/77084/180/no_photo.jpg,https://www.rumah123.com/properti/surabaya/lar1831033/,,LT : 1500 m²
tanah siap pake raya kalianak,Rp 120 Ribu /m² per tahun,"Kalianak, Surabaya",,Rp 120 Ribu /m² per tahun,,,,https://www.rumah123.com/properti/surabaya/lar1831033/,,LT : 1500 m²
Tanah di jl raya margomulyo surabaya,Rp 8 Ribu /m² per bulan,"Margomulyo, Surabaya",,Rp 8 Ribu /m² per bulan,,+62812302...,https://pic.rumah123.com/r123/720x420-crop/land/la16/1647347/original/lar1647347-tanah-di-sewa-di-kalisari-surabaya-14541117988729.jpg,https://www.rumah123.com/properti/surabaya/lar1647347/,,LT : 70000 m²
Tanah di jl raya margomulyo surabaya,Rp 8 Ribu /m² per bulan,"Margomulyo, Surabaya",,Rp 8 Ribu /m² per bulan,,+62812302...,https://pic.rumah123.com/r123/720x420-crop/land/la16/1647347/original/lar1647347-tanah-di-sewa-di-kalisari-surabaya-14541117988729.jpg,https://www.rumah123.com/properti/surabaya/lar1647347/,,LT : 70000 m²
Tanah di jl raya margomulyo surabaya,Rp 8 Ribu /m² per bulan,"Margomulyo, Surabaya",,Rp 8 Ribu /m² per bulan,,+62812302...,https://pic.rumah123.com/r123/720x420-crop/land/la16/1647347/original/lar1647347-tanah-di-sewa-di-kalisari-surabaya-14541117988729.jpg,https://www.rumah123.com/properti/surabaya/lar1647347/,,LT : 70000 m²
Tanah di jl raya margomulyo surabaya,Rp 8 Ribu /m² per bulan,"Margomulyo, Surabaya",,Rp 8 Ribu /m² per bulan,,+62812302...,https://pic.rumah123.com/r123/60x60-fit/photo/77084/180/no_photo.jpg,https://www.rumah123.com/properti/surabaya/lar1647347/,,LT : 70000 m²
Tanah di jl raya margomulyo surabaya,Rp 8 Ribu /m² per bulan,"Margomulyo, Surabaya",,Rp 8 Ribu /m² per bulan,,,,https://www.rumah123.com/properti/surabaya/lar1647347/,,LT : 70000 m²
"Tanah nol jalan cocok untuk bisnis cafe, kuliner dll wiyung Sby Barat",Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,+62823360...,https://picture.rumah123.com/r123-images/720x420-crop/customer/4351279/63edb9b8f428b9ee63f8f927c42ea8ae.jpg,https://www.rumah123.com/properti/surabaya/lar8821558/,,LT : 544 m²
"Tanah nol jalan cocok untuk bisnis cafe, kuliner dll wiyung Sby Barat",Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,+62823360...,https://picture.rumah123.com/r123-images/720x420-crop/customer/4351279/63edb9b8f428b9ee63f8f927c42ea8ae.jpg,https://www.rumah123.com/properti/surabaya/lar8821558/,,LT : 544 m²
"Tanah nol jalan cocok untuk bisnis cafe, kuliner dll wiyung Sby Barat",Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,+62823360...,https://picture.rumah123.com/r123-images/720x420-crop/customer/4351279/63edb9b8f428b9ee63f8f927c42ea8ae.jpg,https://www.rumah123.com/properti/surabaya/lar8821558/,,LT : 544 m²
"Tanah nol jalan cocok untuk bisnis cafe, kuliner dll wiyung Sby Barat",Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,+62823360...,https://picture.rumah123.com/r123-images/60x60-fit/customer/4351279/7ba46ac1413d01e65ab55ba160bd09a7.png,https://www.rumah123.com/properti/surabaya/lar8821558/,,LT : 544 m²
"Tanah nol jalan cocok untuk bisnis cafe, kuliner dll wiyung Sby Barat",Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8821558/,,LT : 544 m²
DISEWAKAN LAHAN DAN GUDANG SIAP PAKAI SUTOREJO,Rp 450 Juta Total per tahun,"Sutorejo, Surabaya",,Rp 450 Juta Total per tahun,,+62812523...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1750832/631a4acff45d955939611dc19a0866cc.jpg,https://www.rumah123.com/properti/surabaya/lar8819600/,,DISEWAKAN LAHAN DAN GUDANG SUTOREJO LT 4069m² LB 312m² Dalam komplek perumahan Area Komersil Bebas...
DISEWAKAN LAHAN DAN GUDANG SIAP PAKAI SUTOREJO,Rp 450 Juta Total per tahun,"Sutorejo, Surabaya",,Rp 450 Juta Total per tahun,,+62812523...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1750832/631a4acff45d955939611dc19a0866cc.jpg,https://www.rumah123.com/properti/surabaya/lar8819600/,,DISEWAKAN LAHAN DAN GUDANG SUTOREJO LT 4069m² LB 312m² Dalam komplek perumahan Area Komersil Bebas...
DISEWAKAN LAHAN DAN GUDANG SIAP PAKAI SUTOREJO,Rp 450 Juta Total per tahun,"Sutorejo, Surabaya",,Rp 450 Juta Total per tahun,,+62812523...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1750832/631a4acff45d955939611dc19a0866cc.jpg,https://www.rumah123.com/properti/surabaya/lar8819600/,,DISEWAKAN LAHAN DAN GUDANG SUTOREJO LT 4069m² LB 312m² Dalam komplek perumahan Area Komersil Bebas...
DISEWAKAN LAHAN DAN GUDANG SIAP PAKAI SUTOREJO,Rp 450 Juta Total per tahun,"Sutorejo, Surabaya",,Rp 450 Juta Total per tahun,,+62812523...,,https://www.rumah123.com/properti/surabaya/lar8819600/,,DISEWAKAN LAHAN DAN GUDANG SUTOREJO LT 4069m² LB 312m² Dalam komplek perumahan Area Komersil Bebas...
DISEWAKAN LAHAN DAN GUDANG SIAP PAKAI SUTOREJO,Rp 450 Juta Total per tahun,"Sutorejo, Surabaya",,Rp 450 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8819600/,,DISEWAKAN LAHAN DAN GUDANG SUTOREJO LT 4069m² LB 312m² Dalam komplek perumahan Area Komersil Bebas...
DISEWAKAN LAHAN KOMERSIAL SIAP PAKAI di RAYA WIYUNG,Rp 900 Juta Total per tahun,"Wiyung, Surabaya",,Rp 900 Juta Total per tahun,,+62812523...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1750832/631a4acff45d955939611dc19a0866cc.jpg,https://www.rumah123.com/properti/surabaya/lar8819587/,,DISEWAKAN LAHAN KOMERSIAL RAYA WIYUNG LT 1684 m² Lebar depan ±30 m Hadap Utara SHGB Nol jalan raya...
DISEWAKAN LAHAN KOMERSIAL SIAP PAKAI di RAYA WIYUNG,Rp 900 Juta Total per tahun,"Wiyung, Surabaya",,Rp 900 Juta Total per tahun,,+62812523...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1750832/631a4acff45d955939611dc19a0866cc.jpg,https://www.rumah123.com/properti/surabaya/lar8819587/,,DISEWAKAN LAHAN KOMERSIAL RAYA WIYUNG LT 1684 m² Lebar depan ±30 m Hadap Utara SHGB Nol jalan raya...
